id,buyerName,lenderName,address,recordingDate,saleValue,loanAmount
1253,AMI CAPITAL LLC,QUANTA FINANCE INC,3703 HELLMAN AVE,2024-07-10,700000,848400
1254,TEAM DOUGLAS REI LLC,LITTLE ROBERT,4624 S GRAMERCY PL,2024-07-10,710000,580000
1255,SFC CALI HOMES LLC,ORCHARD FUNDING,4494 DON MILAGRO DR,2024-07-10,1260000,1258380
1256,BELWOOD INVESTMENTS LLC,CV3 FINANCIAL SERVICES LLC,2071 S BEVERLY DR,2024-07-09,3650000,3872500
1257,4939 MALTA LLC,ANCHOR LOANS LP,4939 MALTA ST,2024-07-09,950000,1616000
1258,TG INVESTMENTS & CONSULTING INC,LOAN FUNDER LLC,800 N LA JOLLA AVE,2024-07-09,1750000,3375000
1259,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,9537 BEACH ST,2024-07-09,440000,396000
1260,LAHAV GROUP HOMES LLC,ARIXA SECURED INCOME FUND LLC,580 HANLEY AVE,2024-07-09,4000000,3200000
1261,DEJAVU HOLDINGS INC,ANCHOR LOANS LP,7803 S HARVARD BLVD,2024-07-08,545000,643500
1262,RADICAL ENTERPRISES INC,ASPEN RETIREMENT FUND LLC,4517 HONDURAS ST,2024-07-08,530000,625500
1263,CA PACIFIC HOLDINGS LLC,KENNETH E ROSE 2024 TRUST,1143 LAVETA TER,2024-07-05,615000,815000
1264,RPSD INVESTMENTS LLC,EHRLICH SCOTT,1414 E 61ST ST,2024-07-05,760000,640000
1265,LOBO INVESTMENTS LLC,LOAN FUNDER LLC,2111 S BRONSON AVE,2024-07-05,1105500,1207425
1266,VENTURE MOS LLC,KIAVI FUNDING INC,3872 DUBLIN AVE,2024-07-05,1050000,1125000
1267,GI PROPERTY 89 LLC,COREVEST AMERICAN FIN LNDR LLC,2314 THURMAN AVE,2024-07-05,1000000,765000
1268,MD SELECT PORTFOLIO LLC,MACOY CAPITAL MORTGAGE LLC,2110 ALSACE AVE,2024-07-05,1500000,1200000
1269,AMR INC,KIAVI FUNDING INC,5350 BORLAND RD,2024-07-03,600000,540000
1270,12828 STANWOOD LLC,COLORADO FEDERAL SAVINGS BANK,12828 STANWOOD DR,2024-07-03,1700000,2610000
1271,RAMOS REAL ESTATE GROUP INC,KRISTEN E HARTWICK FAMILY TRUS,2814 IDELL ST,2024-07-03,725000,715000
1272,HOMES BY TOMA INC,OAKTREE FUNDING CORP,5116 LONGFELLOW ST,2024-07-03,1000000,1077536
1273,5 STAR DISCOUNT HOMES LLC,ARIXA CAPITAL ADVISORS LLC,552 W 99TH ST,2024-07-03,460000,605000
1274,NBII PROPERTIES LLC,MIDFIRST BANK,984 BEL AIR RD,2024-07-03,4100000,3000000
1275,TRUHOMES INVESTMENT GROUP LLC,ORCHARD FUNDING,4309 SUTRO AVE,2024-07-03,865000,885150
